X,Y,type,name,longitude,latitude
-300278.1816,7128291.88,police,Fulwood Police Station,-2.6974448001889724,53.778361598586926
-179312.8346,7356650.205,police,Market Street Police Station,-1.6107945995997575,54.97311590180083
-172623.4795,6579003.404,police,Lymington Police Station,-1.5507031003274288,50.760304600115546
-36760.01131,6674471.748,police,Leatherhead,-0.3302208000417947,51.299657099558566
-233404.222,6780950.626,police,Gloucestershire Constabulary,-2.0967058000062586,51.89382640218853
-332636.2417,7057627.051,police,Merseyside Police Headquarters,-2.988122199711853,53.401577199494426
-165823.7733,6761656.406,police,Witney Police Station,-1.489620300257606,51.7867379026376
12479.49378,6844557.785,police,Histon Sector Police Station,0.11210520000648501,52.245062600844925
-322820.8349,7048921.905,police,Garston Police Station,-2.8999489002289462,53.354928799482636
-128846.611,6782053.215,police,Bicester Police Station,-1.1574487996830245,51.89993839724962
-20853.44681,6663292.562,police,Reigate Police Station,-0.1873296999599648,51.23682409994322
94912.12218,6644583.8,police,Stanhope Police,0.8526101000251343,51.131478599340646
29380.64226,6873062.282,police,Ely Police Station,0.26393079999405916,52.4015677012033
-329822.1629,7054998.177,police,Admiral Street Police Station,-2.962842899744286,53.38749519735754
-220621.6609,6577349.298,police,Gravel Hill,-1.9818780999430419,50.75090430221907
-64252.05161,6663751.008,police,Guildford Divisional Headquarters,-0.577185999972993,51.23940250089291
-108874.8702,6754968.927,police,Thame,-0.9780395995718902,51.74956100177565
125539.5316,6686566.849,police,Herne Bay Police Station,1.1277407999748563,51.367541299253716
128049.2741,6810635.948,police,Ipswich Police Station,1.1502862004443997,52.058091401941496
46264.69207,6732130.332,police,Billericay Police Station,0.41560280001564215,51.622366200603615
-175370.9669,7318211.158,police,University Police Station,-1.5753841995708868,54.77443560137127
-8779.523336,6762944.044,police,Hertford Police Station,-0.0788678000001281,51.793892599198195
-22660.24007,6696117.558,police,Wimbledon Police Station,-0.20356039996698613,51.42107400110348
-17806.92178,6696209.868,police,Tooting Police Station,-0.15996229998094794,51.421591102475105
-39414.20192,6766892.082,police,Harpenden Police Station,-0.3540637999610899,51.81582260187666
-52160.68437,6735224.077,police,Rickmansworth Police Station,-0.4685673999970523,51.639617097649406
-271506.6796,7000993.081,police,Crewe Police Station,-2.4389860002522186,53.09717580258747
-9613.64028,6724720.27,police,St. Anns Police Station,-0.08636079999551075,51.58102059727905
-1101.484098,6706283.136,police,Greenwich Police Station,-0.009894800004480047,51.47798430062371
-8240.091347,6859576.853,police,St Ives Police Station,-0.07402199999551114,52.32759440153623
-123970.1272,6920334.464,police,Belgrave Police Station,-1.1136426003800122,52.65989849999286
-128155.3393,6915163.343,police,Hinckley Road Police Station,-1.1512390003471318,52.63171360106398
-122896.562,6906235.803,police,Wigston Police Station,-1.1039986001034239,52.583011797529956
-14430.30106,6697772.365,police,Streatham Police Station,-0.1296295999664413,51.43034299723579
-129.4645678,6733834.097,police,Chingford Police Station,-0.0011630000000666804,51.631867302197676
-8469.698929,6671407.387,police,Caterham Police Station,-0.07608459999811441,51.28244229979956
-399113.2694,7274561.518,police,Whitehaven Police Station,-3.585295499969321,54.5476342023638
-44563.96402,7120908.791,police,Pickering Road Police Station,-0.4003249000011843,53.739152100920144
-44957.07767,6700676.365,police,Feltham Police Station,-0.4038563000030944,51.44660449757094
-22630.16155,6710487.428,police,Parks Police,-0.2032902000245892,51.50150059797637
-210746.097,6879727.715,police,Kings Heath Police Station,-1.8931644000363521,52.4380847006543
-22074.5437,6737538.615,police,Barnet Police Station,-0.19829899995674288,51.65251880263851
-3867.728916,6746673.487,police,Cheshunt Police Station,-0.034744400000738286,51.7034026005531
-310624.972,6600292.3,police,Crewkerne Police Station,-2.790391599767984,50.88112109934858
-49109.6175,7141381.384,police,Beverley Police Station,-0.4411591999751352,53.84778630145636
-193205.5628,7137283.873,police,Eccleshill Police Station,-1.7355951004015406,53.82606610109259
-109149.2171,6712952.322,police,Sonning Common Police Office,-0.9805040997060982,51.51528210225982
-176016.364,7320730.027,police,Durham Constabulary HQ,-1.581181900363451,54.78748490087191
-25474.1185,6711315.141,police,Shepherd's Bush,-0.22883789998021856,51.506128900919755
-20998.52951,6860461.889,police,Huntingdon Police Station,-0.18863300002867806,52.332452997466476
-559.424969,6584652.566,police,Peacehaven Police Station,-0.005025399999707895,50.79239460029666
127316.7918,6859230.541,police,Eye Police Station,1.1437061999900295,52.32569310188651
-318112.41,7184111.882,police,Morecambe Police Station,-2.8576523997109566,54.07362260263395
-30588.77043,6711748.712,police,Acton Police Station,-0.27478359999692265,51.50855310187981
-26507.49734,6757912.531,police,Hatfield Police Station And Magistrates Court,-0.2381209000427956,51.76592879948244
8924.027167,6720981.24,police,Ilford Police Station,0.08016590000013933,51.56014380103838
-58289.25648,6779359.369,police,Dunstable Police Station,-0.5236212999594686,51.885004101974765
2546.121657,6730242.461,police,Woodford Police Station,0.022872199997108218,51.61183610186207
-214649.9714,6891693.709,police,Handsworth Police Station,-1.9282335004443818,52.503565299208546
-101554.4783,6680000.643,police,Bramshill Police Staff College,-0.9122794002767427,51.33070069812998
-18726.777,6715986.533,police,St. John's Wood Police Station,-0.16822550001397918,51.53224099927418
-16030.91949,6714968.091,police,Albany Street Police Station,-0.14400819996356523,51.526549398942336
-124490.1673,6913983.025,police,Campus Park Police Office,-1.1183142000818624,52.6252777990255
-8904.746631,6713383.225,police,Bishopsgate Police Station,-0.07999269999839116,51.517690902157014
-194931.2932,7130114.786,police,West Yorkshire Police,-1.7510976003474372,53.78803690250577
-198375.0395,6574694.163,police,Christchurch Police Station,-1.782033299706638,50.73581120051965
-43327.49391,6732757.58,police,Oxhey Police Station,-0.3892175000194848,51.62586430114406
46909.34324,6722737.834,police,Laindon Police Station,0.4213938000050075,51.56995290115171
53986.46873,6672973.156,police,Coldharbour,0.48496869995799613,51.29123919767866
60371.09794,6665438.592,police,Kent Police Headquarters,0.5423227999857856,51.248892598749066
-198748.561,7102882.143,police,Huddersfield Police Station,-1.7853887004306102,53.64326380250246
-329450.879,7058073.254,police,Smithdown Lane Police Station,-2.959507599723111,53.40396689778025
141448.6898,6812285.987,police,Suffolk Constabulary Headquarters,1.2706551996602105,52.06720429960174
-300576.2173,7111740.155,police,Leyland Police Station,-2.7001221004342053,53.69040909873401
-141845.3323,6598945.616,police,Park Gate Police Station,-1.2742182998610243,50.87348780066648
-220788.8628,6684601.314,police,Wiltshire Police Headquarters,-1.9833801001660805,51.356516501113234
-408029.0812,6584582.425,police,Crediton Police Station,-3.665387600072053,50.79199630013724
-60026.37487,7024950.569,police,British Transport Police,-0.5392260999600895,53.22620899781349
-275065.419,7198709.164,police,Ingleton Local Area Police Office,-2.470954700204402,54.15049100262417
-444817.6571,6575388.056,police,Okehampton Police Station,-3.9958650001916634,50.739756101412766
-172114.9943,7131408.99,police,British Transport Police,-1.5461353000583429,53.79490469959323
-275782.528,7054094.701,police,Lymm Police Station (Unmanned),-2.4773965999551986,53.382654501584334
-22665.62794,7121022.941,police,Hedon Policing Team,-0.2036088000266846,53.73975859791859
-273957.7678,7356384.265,police,Haltwhistle Police House,-2.4610045001800684,54.97174469787278
7068.898985,6708472.016,police,Old Police Station (CLOSED),0.06350100000122472,51.490229101102706
-130887.2977,6912720.15,police,Braunstone Police Station,-1.1757806002101188,52.61839079852928
-156005.4053,6913685.195,police,Market Bosworth Police Station,-1.4014203998625059,52.62365370158977
-172849.4024,7132437.487,police,Bridewell Police Station,-1.5527326002684547,53.800361699401726
-133156.0,6758271.657,police,Barton Neighbourhood Police Office,-1.1961606997221899,51.76792529984441
-11218.35527,6718466.57,police,"Canonbury, Mildmay & Highbury East Ward",-0.1007762000172378,51.54609780080399
-232097.4536,6889200.804,police,West Midlands Police,-2.0849668997410147,52.48993159841371
-12895.97339,6725423.859,police,Hornsey Police Station,-0.11584649999835638,51.58494800008196
-249307.4246,7043536.303,police,Wilmslow Police Station,-2.2395666996265517,53.32604330055392
-12334.63373,6710656.941,police,British Transport Police,-0.11080390003675182,51.50244849803345
-95465.69174,7122386.269,police,Humberside Police,-0.8575828999908475,53.7470014986618
-60572.28566,6666918.318,police,Burpham,-0.5441301000243172,51.25721219979154
3860.070135,6693365.222,police,Police Bickley Ward,0.034675600000438046,51.40565330080145
-253566.9202,6862462.06,police,Stourport Police Station,-2.27783039962775,52.343431401649525
-154460.6915,7113369.712,police,Normanton Police Station,-1.3875439997012025,53.69907640136424
-100691.9971,6716711.935,police,Henley Police Station,-0.9045315998344852,51.53629450097364
-142808.2904,7041871.029,police,South Yorkshire Police,-1.2828686996529912,53.31710769764979
-74798.62715,6584068.563,police,Bognor Regis Police Station,-0.671927500000024,50.78907819835452
45990.01122,6939773.421,police,North Lynn Police Station,0.4131352999575428,52.76568700194215
-131287.0014,6556492.832,police,Shanklin Police,-1.17937119963841,50.63221480260737
-197987.0354,7138214.88,police,Shipley Police Station,-1.7785477995733274,53.83100219796529
17545.23192,6776897.66,police,Bishop's Stortford Police station,0.15761149997157695,51.8713524005753
-222867.732,6929242.84,police,Hednesford Police Post,-2.0020548999265335,52.708410502164305
-231587.4879,6909155.833,police,Wednesfield,-2.0803857999141475,52.59894719952756
-198107.5833,6853454.426,police,Ex Police Station,-1.7796306997837126,52.29396940241175
81719.17065,6807844.87,police,Sudbury Police Station,0.734095800004664,52.042672498201014
-87027.84132,7157247.59,police,Humberside Police,-0.7817844000168443,53.93178410010557
-256296.9528,7094005.872,police,Bury Police Station,-2.302354699734996,53.595968402640615
-170706.3463,6852372.318,police,Leamington Police Station,-1.5334811997748992,52.28802369757893
-96989.51085,7114400.266,police,Goole North,-0.8712715999583116,53.70455680026377
-280139.7287,6927323.228,police,Wellington Station,-2.5165379998030613,52.69796149923535
-280621.7532,7231681.676,police,Sedbergh Police Station,-2.520868099559762,54.3235980987441
-17117.08603,6726482.043,police,Muswell Hill Police Station,-0.1537654000033774,51.590854097395734
-333313.7989,6582614.548,police,Axminster Police Station,-2.994208799598105,50.78082020117307
-289991.2588,7097236.861,police,Adlington,-2.6050358004109966,53.61319020262449
-217735.8367,6913056.561,police,Autumn Close Police Room,-1.9559543000816222,52.62022549827327
-201021.0927,6727501.192,police,North Swindon Police Point,-1.8058032000281719,51.596541600827294
-105776.9935,6997874.44,police,Southwell Police Station,-0.9502108996926126,53.080350499476225
53605.35533,6606947.876,police,Battle Police Station,0.48154510003596845,50.91882799799705
-166202.4488,6619288.99,police,Romsey Police Station,-1.4930220001513224,50.98866529775297
-243531.713,6667615.036,police,Westbury Police Station,-2.187682599557087,51.261128900923865
-215699.0574,6918474.048,police,Brownhills Police Station,-1.9376576003259396,52.64976050102831
-331556.2423,7059934.034,police,St Annes,-2.9784204000332535,53.41393110053253
56767.04037,6722163.614,police,Pitsea Police Station,0.509946999986009,51.56674659820703
-172044.6849,7137652.294,police,Stainbeck Police Station,-1.5455036999719705,53.82801949831802
-60829.62292,6709524.049,police,Langley Poloce Station,-0.5464417999626315,51.49611310272896
-86467.36995,6723432.009,police,Marlow Police Station,-0.7767496000370201,51.573828701341014
-42855.49927,6727363.082,police,Pinner Police Station,-0.3849775000281399,51.595770900384366
-230151.3106,6886434.988,police,Old Hill Police Station,-2.067484399721192,52.47480039972982
-94205.91133,6670472.347,police,Fleet Police Station,-0.846266100021474,51.27718819802261
97259.9059,6776766.767,police,Shrub End,0.8737006000199642,51.87062640174006
48891.64281,6725735.955,police,Laindon Traffic Police HQ,0.43920110001935303,51.586689997525305
-16430.38949,6944218.024,police,Spalding Police Station,-0.1475967000290375,52.78983889788009
-156035.7844,6598564.249,police,Hythe Police Station,-1.401693299960984,50.87132590213446
-319553.7859,7128895.833,police,Kirkham Police Station,-2.8706004997222725,53.78156740257531
-65653.48608,7018303.654,police,North Hykeham Police Office,-0.5897753000139225,53.19044809996954
-15019.1923,6715206.049,police,British Transport Police,-0.1349196999822023,51.527879299623834
-66515.78912,6711501.0,police,Slough Police Station,-0.5975215000176697,51.5071680996075
-260497.2153,6983514.622,police,Madeley Police Station,-2.340086299745636,53.00279329998816
-109531.9001,6584131.005,police,Hayling Island,-0.9839417995848253,50.789432801551094
-218872.2194,6748907.432,police,Cirencester Police Station,-1.9661625995618122,51.71583760066572
-253975.485,6768833.175,police,Gloucester South Police Station,-2.2815005996716824,51.82660079872914
-309777.4745,7075344.108,police,Rainford Police Station,-2.782778400192953,53.49636010060031
-340278.2023,7086927.658,police,Formby Police Station,-3.056771099788045,53.558215597549164
-261633.9432,7056298.038,police,Altrincham Police Station,-2.3502977002101875,53.39445870199908
-47596.09544,6723838.855,police,Ruislip Police Station,-0.42756299998163455,51.57610009858899
-266424.9559,7146184.943,police,Clitheroe Police Station,-2.3933360995583945,53.87323479825431
-48327.21959,7171509.455,police,Driffield Police Station,-0.4341307999669735,54.00714429987344
-46890.84194,6778189.433,police,Luton HQ,-0.4212275999993467,51.878516598967984
-42750.15763,6991855.285,police,Ruskington Community Police Box,-0.38403119997547774,53.04785810260553
-262063.6587,7066778.869,police,Urmston Police Station,-2.354157900224918,53.45056410231192
5610.045926,6882444.28,police,Chatteris Police Station,0.050395899999382536,52.45295890123897
-279423.4212,7075143.412,police,GMP Divisional HQ Leigh,-2.510103300049267,53.49528759917359
-14944.04051,6613537.823,police,Burgess Hill Police Station,-0.1342445999663429,50.95613299730597
48436.85816,6673366.742,police,East Malling Neighbourhood Safety Office,0.4351156999985736,51.29345020127469
-11013.46061,6678992.58,police,Kenley Police Station,-0.09893559997011307,51.3250421992678
-305850.0004,6643095.673,police,Street Police Station,-2.747497300072818,51.12308889888229
-164705.0903,6657758.603,police,Andover Police Station,-1.4795709998877593,51.20568849791896
-277507.3233,7081049.414,police,Atherton Police Station,-2.4928906997548737,53.52683739896532
-95913.26289,6688647.411,police,Thames Valley Police (Finchampstead Base),-0.861603500038607,51.379208399239545
-144822.8838,7273133.905,police,Thornaby Police Station,-1.3009661000780544,54.54019500163529
-25553.72307,6702224.856,police,West Putney Ward Metropolitain Police,-0.22955299999938616,51.45527320095103
-141547.7085,7147978.573,police,Tadcaster Police Station,-1.271544699776447,53.88273319823903
-293722.7994,6610261.974,police,Yeovil Police Station,-2.638556799953922,50.937592500278846
-99582.6316,6843974.996,police,Campbell Square Police Station,-0.8945659999912362,52.241856997842696
-48426.30507,6714701.012,police,Hayes Police Station,-0.43502089997815674,51.52505670042556
-532891.7569,6505306.522,police,St Austell Police Station,-4.7870481000457445,50.339650998744055
-14247.43654,6901478.393,police,Whittlesey Police Station,-0.1279869000340495,52.55703689746162
-220250.8446,6873659.896,police,Longbridge Police Station,-1.9785470004441357,52.40484300187229
-216767.6577,6892112.435,police,Handsworth West Police Station,-1.9472570001469869,52.5058548976112
-172632.5409,6660042.572,police,Weyhill,-1.550784500268584,51.218541298965185
-133472.4146,6983276.31,police,Bulwell Police Station,-1.1990031004351756,53.00150500265912
-420506.6714,6496380.049,police,Kingsbridge Police Station,-3.777475699928452,50.2884447022289
-178233.5477,7353885.245,police,Gateshead Police Station,-1.6010992004175577,54.95885730114027
8955.875673,6726035.217,police,Barkingside Police Station,0.08045199999730106,51.588360297890155
61729.9527,6778352.88,police,Braintree Police Station,0.5545295999838512,51.87942299788745
-18195.05945,6706780.966,police,Park Police,-0.16344899999398332,51.48076949730631
-6249.331498,6969702.74,police,Kirton Police Station,-0.05613870000182944,52.92806380210108
-243246.9912,7154310.219,police,Barnoldswick Police Station,-2.185124900110467,53.91624600046887
-12896.47433,7021247.985,police,Horncastle Police Station,-0.11585100001894064,53.206292502158526
-321007.24,7072510.866,police,Kirkby Police Station,-2.883657100050234,53.48121699769214
-397711.7904,6522930.423,police,Paignton Police Station,-3.5727057999085954,50.440587798847844
-125016.33,6911406.234,police,Welford Road Police Station,-1.1230408000352985,52.611224299288715
-18280.41924,6651619.315,police,CLOSED,-0.16421580003404565,51.171122501136615
-150673.5468,7266969.442,police,Yarm Police Station,-1.3535235000293802,54.508056801017155
-149592.334,7214345.335,police,Thirsk Police Station,-1.3438108001931235,54.232672097996215
9469.236637,6729555.538,police,Limes Farm Police Office,0.08506359999961637,51.60800400129695
-212271.6082,7030755.509,police,'B' Divisional Headquarters,-1.9068683003069071,53.257415598037234
-91201.64317,6681530.925,police,Yateley,-0.8192782999642576,51.3392892027635
-249024.2946,6998693.625,police,Kidsgrove Town Hall Police Enquiry Office,-2.237023299562624,53.08477070126046
-185618.1153,7351180.592,police,Whickham Police Station,-1.6674358998344958,54.944904799898595
-57097.21398,6784178.018,police,Houghton Regis Police Station,-0.512912999988768,51.91171449878843
-113316.9409,7020394.7,police,Ollerton Police Station,-1.0179433996013854,53.20170130089895
-82472.99285,6618631.683,police,Midhurst Police Station,-0.74086750004235,50.98494829986934
-155424.351,7079961.493,police,Wombwell Police Station,-1.3962007002765722,53.521027501289154
-270079.9645,7060660.727,police,Partington Police Station,-2.4261696004480773,53.41782180075445
-207595.2099,7118501.002,police,Halifax Police Station,-1.8648594996317016,53.726357097787414
-36775.15076,6601483.528,police,Steyning Police Station,-0.3303568000350763,50.88787219735945
-337370.181,7123567.901,police,St Anne's Police Station,-3.0306478999846935,53.75327810009697
-346451.0128,7057420.735,police,Chadwick street,-3.1122223999692795,53.40047220190477
-337636.9916,7054533.987,police,Red Light Camera 30mph,-3.0330447003841448,53.385008202173175
-193813.3115,7043985.09,police,Hope Valley Police Station,-1.741054599862678,53.328451102169005
-231496.1057,6948735.656,police,Staffordshire Police HQ,-2.0795648996445824,52.81437389981605
-136076.478,7271989.5,police,Cleveland Police HQ,-1.222395799965538,54.53423060036061
-480153.0461,6533757.737,police,Callington Police Station,-4.313288200281751,50.50249219954704
-249216.2651,6775859.966,police,British Transport Police,-2.238747799905125,51.86559650252952
-19155.47949,7002662.641,police,Coningsby,-0.17207660000505015,53.10618050135482
-148618.7003,6597962.501,police,Police Training College,-1.335064499854685,50.86791450079368
-243451.1623,6838162.615,police,West Mercia Constabulary,-2.186959000307522,52.20987360096202
-146314.3646,6624550.018,police,Twyford Police Annexe,-1.3143643000641625,51.01840510116468
-140517.48,6982707.574,police,Kimberley Police Station,-1.2622899996995918,52.99843030187834
-144611.31,6740708.064,police,Thames Valley Police,-1.2990655002954619,51.67017999950525
-108175.1716,6648008.564,police,Alton Police Station,-0.9717541001053197,51.15078080222474
-245215.4092,6678231.569,police,Trowbridge Police Station,-2.202807499859827,51.32076999987649
-240070.4673,6948152.925,police,Central Motorway Police Group,-2.1565897004130576,52.81120989856161
-192114.8878,7127782.745,police,"West Yorkshire Police, Data center",-1.7257974001764698,53.77565890166427
-336890.0155,7055247.344,police,The Pyramids,-3.026334499909124,53.38883010184445
-242254.3219,7072083.81,police,Greater Manchester Police Training Unit,-2.176207600067805,53.47893400122956
-15997.73515,6685029.634,police,Wallington Police Station,-0.14371009996541104,51.358919198613584
-330808.6985,7155964.703,police,Preesall Police Station,-2.971705099822366,53.92499859822855
-208514.2303,6838949.012,police,Alcester,-1.873115200349078,52.21420220237828
-176946.0598,6757594.287,police,Community Police Station,-1.589533499830668,51.76415950190066
-67312.1131,7022871.508,police,Birchwood Police Station,-0.6046750000411186,53.21502670226928
-160009.0219,7360500.63,police,South Shields Police Station,-1.4373854996978521,54.99296369777832
-135553.5881,7020306.258,police,Shirebrook Police Station,-1.2176986000747207,53.20122540008423
-235363.9348,7067578.443,police,Denton Police Station,-2.114310199613505,53.454841298058646
-279392.6525,6834252.661,police,Bromyard Police Station,-2.5098269001144424,52.1883455979196
-12372.24858,7088970.69,police,Cromwell Road Police Station,-0.11114179998340044,53.56911590196862
-312156.4388,6898089.819,police,West Mercia Police,-2.8041490001036,52.53852629836283
123732.794,6939204.311,police,Reepham Police Station,1.111510599970122,52.762593500097886
